2theta,intensity
75.80783143,36
75.82809652,43
75.84836161,51
75.8686267,49
75.88889179,42
75.90915688,51
75.92942197,42
75.94968705,64
75.96995214,46
75.99021723,58
76.01048232,45
76.03074741,68
76.0510125,67
76.07127759,60
76.09154267,60
76.11180776,63
76.13207285,68
76.15233794,69
76.17260303,66
76.19286812,72
76.21313321,73
76.2333983,69
76.25366338,60
76.27392847,83
76.29419356,72
76.31445865,80
76.33472374,75
76.35498883,69
76.37525392,69
76.39551901,76
76.41578409,73
76.43604918,72
76.45631427,51
76.47657936,67
76.49684445,59
76.51710954,60
76.53737463,66
76.55763971,75
76.5779048,71
76.59816989,69
76.61843498,59
76.63870007,57
76.65896516,61
76.67923025,58
76.69949534,55
76.71976042,62
76.74002551,48
76.7602906,60
76.78055569,44
76.80082078,46
76.82108587,48
76.84135096,54
76.86161605,47
76.88188113,37
76.90214622,55
76.92241131,44
76.9426764,48
76.96294149,49
76.98320658,41
77.00347167,55
77.02373675,46
77.04400184,42
77.06426693,37
77.08453202,44
77.10479711,43
77.1250622,44
77.14532729,48
77.16559238,43
77.18585746,43
77.20612255,46
77.22638764,38
77.24665273,41
77.26691782,51
77.28718291,48
77.307448,37
77.32771309,58
77.34797817,47
77.36824326,46
77.38850835,57
77.40877344,44
77.42903853,55
77.44930362,62
77.46956871,42
77.48983379,56
77.51009888,59
77.53036397,54
77.55062906,46
77.57089415,57
77.59115924,51
77.61142433,38
77.63168942,59
77.6519545,45
77.67221959,52
77.69248468,60
77.71274977,44
77.73301486,48
77.75327995,41
77.77354504,46
77.79381013,47
77.81407521,54
77.8343403,49
77.85460539,49
77.87487048,55
77.89513557,49
77.91540066,44
77.93566575,50
77.95593084,50
77.97619592,49
77.99646101,46
78.0167261,51
78.03699119,50
78.05725628,59
78.07752137,67
78.09778646,45
78.11805154,41
78.13831663,40
78.15858172,42
78.17884681,42
78.1991119,60
78.21937699,60
78.23964208,41
78.25990717,56
78.28017225,46
78.30043734,50
78.32070243,50
78.34096752,69
78.36123261,57
78.3814977,60
78.40176279,59
78.42202788,53
78.44229296,68
78.46255805,79
78.48282314,63
78.50308823,85
78.52335332,66
78.54361841,50
78.5638835,57
78.58414858,69
78.60441367,63
78.62467876,53
78.64494385,63
78.66520894,62
78.68547403,62
78.70573912,55
78.72600421,64
78.74626929,55
78.76653438,67
78.78679947,57
78.80706456,54
78.82732965,59
78.84759474,63
78.86785983,49
78.88812492,49
78.90839,62
78.92865509,60
78.94892018,60
78.96918527,57
78.98945036,61
79.00971545,52
79.02998054,46
79.05024562,58
79.07051071,51
79.0907758,55
79.11104089,56
79.13130598,56
79.15157107,50
79.17183616,54
79.19210125,52
79.21236633,66
79.23263142,58
79.25289651,49
79.2731616,63
79.29342669,51
79.31369178,58
79.33395687,49
79.35422196,59
79.37448704,54
79.39475213,62
79.41501722,47
79.43528231,53
79.4555474,52
79.47581249,53
79.49607758,49
79.51634266,49
79.53660775,45
79.55687284,53
79.57713793,65
79.59740302,41
79.61766811,50
79.6379332,52
79.65819829,54
79.67846337,52
79.69872846,41
79.71899355,43
79.73925864,59
79.75952373,63
79.77978882,42
79.80005391,59
79.820319,50
79.84058408,53
79.86084917,51
79.88111426,44
79.90137935,49
79.92164444,42
79.94190953,50
79.96217462,50
79.98243971,50
80.00270479,44
